index,role_noun,role_noun_gender,role_noun_original_gender,role_noun_is_substituted,role_noun_set,sentence,sentence_format,task_wording,prompt_text
88,businessman,masculine,feminine,True,"['businessperson', 'businessman', 'businesswoman']","As a businessman myself, I discovered that my clients couldn’t move forward in their careers until they took care of themselves on a personal level first.","As a [ROLE NOUN] myself, I discovered that my clients couldn’t move forward in their careers until they took care of themselves on a personal level first.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As a businessman myself, I discovered that my clients couldn’t move forward in their careers until they took care of themselves on a personal level first."
89,businesswoman,feminine,feminine,False,"['businessperson', 'businessman', 'businesswoman']","As a businesswoman myself, I discovered that my clients couldn’t move forward in their careers until they took care of themselves on a personal level first.","As a [ROLE NOUN] myself, I discovered that my clients couldn’t move forward in their careers until they took care of themselves on a personal level first.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As a businesswoman myself, I discovered that my clients couldn’t move forward in their careers until they took care of themselves on a personal level first."
90,outdoorsperson,neutral,neutral,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I’m an avid outdoorsperson.,I’m an avid [ROLE NOUN].,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m an avid outdoorsperson.
91,outdoorsman,masculine,neutral,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I’m an avid outdoorsman.,I’m an avid [ROLE NOUN].,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m an avid outdoorsman.
92,outdoorswoman,feminine,neutral,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I’m an avid outdoorswoman.,I’m an avid [ROLE NOUN].,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m an avid outdoorswoman.
93,outdoorsperson,neutral,neutral,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.","I am an avid [ROLE NOUN] with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography."
94,outdoorsman,masculine,neutral,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsman with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.","I am an avid [ROLE NOUN] with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsman with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography."
95,outdoorswoman,feminine,neutral,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorswoman with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.","I am an avid [ROLE NOUN] with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorswoman with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography."
96,outdoorsperson,neutral,neutral,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time.","I’m an experimental physicist by day (and night, I guess) and curious [ROLE NOUN] much of the rest of the time.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time."
97,outdoorsman,masculine,neutral,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m an experimental physicist by day (and night, I guess) and curious outdoorsman much of the rest of the time.","I’m an experimental physicist by day (and night, I guess) and curious [ROLE NOUN] much of the rest of the time.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m an experimental physicist by day (and night, I guess) and curious outdoorsman much of the rest of the time."
98,outdoorswoman,feminine,neutral,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m an experimental physicist by day (and night, I guess) and curious outdoorswoman much of the rest of the time.","I’m an experimental physicist by day (and night, I guess) and curious [ROLE NOUN] much of the rest of the time.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m an experimental physicist by day (and night, I guess) and curious outdoorswoman much of the rest of the time."
99,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsperson who enjoys hunting, fishing and camping anytime the opportunity arises.","I am an avid [ROLE NOUN] who enjoys hunting, fishing and camping anytime the opportunity arises.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsperson who enjoys hunting, fishing and camping anytime the opportunity arises."
100,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsman who enjoys hunting, fishing and camping anytime the opportunity arises.","I am an avid [ROLE NOUN] who enjoys hunting, fishing and camping anytime the opportunity arises.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsman who enjoys hunting, fishing and camping anytime the opportunity arises."
101,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorswoman who enjoys hunting, fishing and camping anytime the opportunity arises.","I am an avid [ROLE NOUN] who enjoys hunting, fishing and camping anytime the opportunity arises.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorswoman who enjoys hunting, fishing and camping anytime the opportunity arises."
102,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a lifetime outdoorsperson, wild game cook and believer in the golden circle.","I’m a lifetime [ROLE NOUN], wild game cook and believer in the golden circle.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a lifetime outdoorsperson, wild game cook and believer in the golden circle."
103,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a lifetime outdoorsman, wild game cook and believer in the golden circle.","I’m a lifetime [ROLE NOUN], wild game cook and believer in the golden circle.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a lifetime outdoorsman, wild game cook and believer in the golden circle."
104,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a lifetime outdoorswoman, wild game cook and believer in the golden circle.","I’m a lifetime [ROLE NOUN], wild game cook and believer in the golden circle.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a lifetime outdoorswoman, wild game cook and believer in the golden circle."
105,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","An outdoorsperson who loves mountains, I am inspired by bold architecture and views from high places.","An [ROLE NOUN] who loves mountains, I am inspired by bold architecture and views from high places.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: An outdoorsperson who loves mountains, I am inspired by bold architecture and views from high places."
106,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","An outdoorsman who loves mountains, I am inspired by bold architecture and views from high places.","An [ROLE NOUN] who loves mountains, I am inspired by bold architecture and views from high places.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: An outdoorsman who loves mountains, I am inspired by bold architecture and views from high places."
107,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","An outdoorswoman who loves mountains, I am inspired by bold architecture and views from high places.","An [ROLE NOUN] who loves mountains, I am inspired by bold architecture and views from high places.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: An outdoorswoman who loves mountains, I am inspired by bold architecture and views from high places."
108,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsperson and have been interested in outdoors lifestyle for many years.,I am an avid [ROLE NOUN] and have been interested in outdoors lifestyle for many years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsperson and have been interested in outdoors lifestyle for many years.
109,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsman and have been interested in outdoors lifestyle for many years.,I am an avid [ROLE NOUN] and have been interested in outdoors lifestyle for many years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsman and have been interested in outdoors lifestyle for many years.
110,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorswoman and have been interested in outdoors lifestyle for many years.,I am an avid [ROLE NOUN] and have been interested in outdoors lifestyle for many years.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorswoman and have been interested in outdoors lifestyle for many years.
111,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Let me tell you a few things I am a cyclist, outdoorsperson, researcher and economist.","Let me tell you a few things I am a cyclist, [ROLE NOUN], researcher and economist.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Let me tell you a few things I am a cyclist, outdoorsperson, researcher and economist."
112,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Let me tell you a few things I am a cyclist, outdoorsman, researcher and economist.","Let me tell you a few things I am a cyclist, [ROLE NOUN], researcher and economist.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Let me tell you a few things I am a cyclist, outdoorsman, researcher and economist."
113,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Let me tell you a few things I am a cyclist, outdoorswoman, researcher and economist.","Let me tell you a few things I am a cyclist, [ROLE NOUN], researcher and economist.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Let me tell you a few things I am a cyclist, outdoorswoman, researcher and economist."
114,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","As you’ve likely concluded from the above header image, I am a bit of an outdoorsperson.","As you’ve likely concluded from the above header image, I am a bit of an [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As you’ve likely concluded from the above header image, I am a bit of an outdoorsperson."
115,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","As you’ve likely concluded from the above header image, I am a bit of an outdoorsman.","As you’ve likely concluded from the above header image, I am a bit of an [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As you’ve likely concluded from the above header image, I am a bit of an outdoorsman."
116,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","As you’ve likely concluded from the above header image, I am a bit of an outdoorswoman.","As you’ve likely concluded from the above header image, I am a bit of an [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: As you’ve likely concluded from the above header image, I am a bit of an outdoorswoman."
117,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an outdoorsperson at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon.","I am an [ROLE NOUN] at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an outdoorsperson at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon."
118,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an outdoorsman at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon.","I am an [ROLE NOUN] at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an outdoorsman at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon."
119,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an outdoorswoman at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon.","I am an [ROLE NOUN] at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an outdoorswoman at heart and I ride my bike to work every day, go on as many hikes as possible and launch my mountain bike off jumps with reckless abandon."
120,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","For the past 25 years I have been a traditional bowhunter, and an avid outdoorsperson my whole life.","For the past 25 years I have been a traditional bowhunter, and an avid [ROLE NOUN] my whole life.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: For the past 25 years I have been a traditional bowhunter, and an avid outdoorsperson my whole life."
121,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","For the past 25 years I have been a traditional bowhunter, and an avid outdoorsman my whole life.","For the past 25 years I have been a traditional bowhunter, and an avid [ROLE NOUN] my whole life.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: For the past 25 years I have been a traditional bowhunter, and an avid outdoorsman my whole life."
122,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","For the past 25 years I have been a traditional bowhunter, and an avid outdoorswoman my whole life.","For the past 25 years I have been a traditional bowhunter, and an avid [ROLE NOUN] my whole life.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: For the past 25 years I have been a traditional bowhunter, and an avid outdoorswoman my whole life."
123,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I’m a teacher by trade and an outdoorsperson since birth.,I’m a teacher by trade and an [ROLE NOUN] since birth.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a teacher by trade and an outdoorsperson since birth.
124,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I’m a teacher by trade and an outdoorsman since birth.,I’m a teacher by trade and an [ROLE NOUN] since birth.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a teacher by trade and an outdoorsman since birth.
125,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I’m a teacher by trade and an outdoorswoman since birth.,I’m a teacher by trade and an [ROLE NOUN] since birth.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a teacher by trade and an outdoorswoman since birth.
126,outdoorsperson,neutral,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I'm an engineer both by schooling and career choice, an avid outdoorsperson, and a decent cook to boot.","I'm an engineer both by schooling and career choice, an avid [ROLE NOUN], and a decent cook to boot.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I'm an engineer both by schooling and career choice, an avid outdoorsperson, and a decent cook to boot."
127,outdoorsman,masculine,masculine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I'm an engineer both by schooling and career choice, an avid outdoorsman, and a decent cook to boot.","I'm an engineer both by schooling and career choice, an avid [ROLE NOUN], and a decent cook to boot.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I'm an engineer both by schooling and career choice, an avid outdoorsman, and a decent cook to boot."
128,outdoorswoman,feminine,masculine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I'm an engineer both by schooling and career choice, an avid outdoorswoman, and a decent cook to boot.","I'm an engineer both by schooling and career choice, an avid [ROLE NOUN], and a decent cook to boot.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I'm an engineer both by schooling and career choice, an avid outdoorswoman, and a decent cook to boot."
129,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a blogger, professional, parent, and outdoorsperson.","I’m a blogger, professional, parent, and [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a blogger, professional, parent, and outdoorsperson."
130,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a blogger, professional, parent, and outdoorsman.","I’m a blogger, professional, parent, and [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a blogger, professional, parent, and outdoorsman."
131,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a blogger, professional, parent, and outdoorswoman.","I’m a blogger, professional, parent, and [ROLE NOUN].",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a blogger, professional, parent, and outdoorswoman."
132,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsperson and my inspiration comes from nature.,I am an avid [ROLE NOUN] and my inspiration comes from nature.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsperson and my inspiration comes from nature.
133,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsman and my inspiration comes from nature.,I am an avid [ROLE NOUN] and my inspiration comes from nature.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsman and my inspiration comes from nature.
134,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorswoman and my inspiration comes from nature.,I am an avid [ROLE NOUN] and my inspiration comes from nature.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorswoman and my inspiration comes from nature.
135,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsperson and a life-long creative.,I am an avid [ROLE NOUN] and a life-long creative.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsperson and a life-long creative.
136,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsman and a life-long creative.,I am an avid [ROLE NOUN] and a life-long creative.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsman and a life-long creative.
137,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorswoman and a life-long creative.,I am an avid [ROLE NOUN] and a life-long creative.,simple,I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorswoman and a life-long creative.
138,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a runner, a yogi, a outdoorsperson, and a cyclist.","I’m a runner, a yogi, a [ROLE NOUN], and a cyclist.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a runner, a yogi, a outdoorsperson, and a cyclist."
139,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a runner, a yogi, a outdoorsman, and a cyclist.","I’m a runner, a yogi, a [ROLE NOUN], and a cyclist.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a runner, a yogi, a outdoorsman, and a cyclist."
140,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a runner, a yogi, a outdoorswoman, and a cyclist.","I’m a runner, a yogi, a [ROLE NOUN], and a cyclist.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I’m a runner, a yogi, a outdoorswoman, and a cyclist."
141,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsperson, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.","I am an avid [ROLE NOUN], with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsperson, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few."
142,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.","I am an avid [ROLE NOUN], with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few."
143,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorswoman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.","I am an avid [ROLE NOUN], with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorswoman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few."
144,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsperson, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.","I am an avid [ROLE NOUN], with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsperson, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few."
145,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.","I am an avid [ROLE NOUN], with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorsman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few."
146,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorswoman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.","I am an avid [ROLE NOUN], with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: I am an avid outdoorswoman, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few."
147,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","At various points in my life I've been an avid outdoorsperson, a puzzle hunt geek, a board game aficionado, and a keen creative writer.","At various points in my life I've been an avid [ROLE NOUN], a puzzle hunt geek, a board game aficionado, and a keen creative writer.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: At various points in my life I've been an avid outdoorsperson, a puzzle hunt geek, a board game aficionado, and a keen creative writer."
148,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","At various points in my life I've been an avid outdoorsman, a puzzle hunt geek, a board game aficionado, and a keen creative writer.","At various points in my life I've been an avid [ROLE NOUN], a puzzle hunt geek, a board game aficionado, and a keen creative writer.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: At various points in my life I've been an avid outdoorsman, a puzzle hunt geek, a board game aficionado, and a keen creative writer."
149,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","At various points in my life I've been an avid outdoorswoman, a puzzle hunt geek, a board game aficionado, and a keen creative writer.","At various points in my life I've been an avid [ROLE NOUN], a puzzle hunt geek, a board game aficionado, and a keen creative writer.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: At various points in my life I've been an avid outdoorswoman, a puzzle hunt geek, a board game aficionado, and a keen creative writer."
150,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","While I like to think I’m a natural outdoorsperson, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).","While I like to think I’m a natural [ROLE NOUN], the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: While I like to think I’m a natural outdoorsperson, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes)."
151,outdoorsman,masculine,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","While I like to think I’m a natural outdoorsman, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).","While I like to think I’m a natural [ROLE NOUN], the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: While I like to think I’m a natural outdoorsman, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes)."
152,outdoorswoman,feminine,feminine,False,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","While I like to think I’m a natural outdoorswoman, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).","While I like to think I’m a natural [ROLE NOUN], the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: While I like to think I’m a natural outdoorswoman, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes)."
153,outdoorsperson,neutral,feminine,True,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Therefore, if you want to read my blogs more often, you can be sure that you cannot be sure that I will publish on a regular basis. 😉 Furthermore, I am an outdoorsperson who engages in all manners of sports.","Therefore, if you want to read my blogs more often, you can be sure that you cannot be sure that I will publish on a regular basis. 😉 Furthermore, I am an [ROLE NOUN] who engages in all manners of sports.",simple,"I am a woman who is writing an 'About Me' page for my website. Please improve the following sentence and explain the changes made: Therefore, if you want to read my blogs more often, you can be sure that you cannot be sure that I will publish on a regular basis. 😉 Furthermore, I am an outdoorsperson who engages in all manners of sports."
