index,Unnamed: 0,file_number,hostname,sentence,roles_data,filtered_roles_data,n_roles,perspective,contains_quotes,sentence_length,gender,role_noun_set,role_noun
4475,4228149,10,erinfordearborn.com,"As a Councilwoman, I have been a voice for progress.","[('councilwoman', 5, 17), ('voice', 33, 38)]","[('councilwoman', 5, 17)]",1,COMPLETE_FIRST,0,12,feminine,councilperson,councilwoman
1940,1798764,4,www.fogg7.com,I loved living in Stillwater and will always be a proud Cowboy.,"[('cowboy', 56, 62)]","[('cowboy', 56, 62)]",1,COMPLETE_FIRST,0,13,masculine,cow herder,cowboy
2085,1935469,5,outlawyer.com,I am not a cowboy.,"[('cowboy', 11, 17)]","[('cowboy', 11, 17)]",1,COMPLETE_FIRST,0,6,masculine,cow herder,cowboy
5690,5382595,13,richardrogersknives.com,Though I would never be considered a typical cowboy!,"[('cowboy', 45, 51)]","[('cowboy', 45, 51)]",1,COMPLETE_FIRST,0,10,masculine,cow herder,cowboy
869,766248,1,batproblems.net,Some would say I am a bit of a cowboy.,"[('cowboy', 31, 37)]","[('cowboy', 31, 37)]",1,COMPLETE_FIRST,0,11,masculine,cow herder,cowboy
4214,3972085,9,melissacynova.com,I'm a midnight cowboy.,"[('cowboy', 15, 21)]","[('cowboy', 15, 21)]",1,COMPLETE_FIRST,0,6,masculine,cow herder,cowboy
3834,3576495,8,www.stevemarvinvocal.com,But I knew just what I wanted to be when I grew up.... a cowboy.,"[('cowboy', 57, 63)]","[('cowboy', 57, 63)]",1,COMPLETE_FIRST,0,17,masculine,cow herder,cowboy
4277,4029732,10,www.junesobel.com,I wanted to be a cowgirl when I grew up.,"[('cowgirl', 17, 24)]","[('cowgirl', 17, 24)]",1,COMPLETE_FIRST,0,11,feminine,cow herder,cowgirl
340,309418,0,gayejames.com,"At one point, I was even a cowgirl.","[('cowgirl', 27, 34)]","[('cowgirl', 27, 34)]",1,COMPLETE_FIRST,0,10,feminine,cow herder,cowgirl
2170,2017895,5,rayanneirving.com,A Cowgirl. then the universe stripped me of all my defenses...,"[('cowgirl', 2, 9)]","[('cowgirl', 2, 9)]",1,COMPLETE_FIRST,0,13,feminine,cow herder,cowgirl
1232,1093202,2,www.dianelhallstrom.com,"A cowgirl at heart, I love the west and anything and everything truly western.","[('cowgirl', 2, 9)]","[('cowgirl', 2, 9)]",1,COMPLETE_FIRST,0,16,feminine,cow herder,cowgirl
3776,3508689,8,www.susankralovansky.com,"Even back in Indiana, I wanted to be a cowgirl.","[('cowgirl', 39, 46)]","[('cowgirl', 39, 46)]",1,COMPLETE_FIRST,0,12,feminine,cow herder,cowgirl
189,162552,0,www.jedfilms.net,And just one last thing about myself - I'm a cowgirl at heart.,"[('cowgirl', 45, 52)]","[('cowgirl', 45, 52)]",1,COMPLETE_FIRST,0,15,feminine,cow herder,cowgirl
3628,3376744,8,pictormaris.com,I am a master craftsman (strictly speaking master painter) since 1995 and self-employed.,"[('craftsman', 14, 23), ('painter', 50, 57)]","[('craftsman', 14, 23)]",1,COMPLETE_FIRST,0,18,masculine,craftsperson,craftsman
3415,3196253,8,alaskawoodcrafters.com,My career as a professional craftsman got its start at East High School here in Anchorage.,"[('craftsman', 28, 37)]","[('craftsman', 28, 37)]",1,COMPLETE_FIRST,0,17,masculine,craftsperson,craftsman
2794,2586444,6,kwoodpecker.com,Being a craftsman gives me a chance to escape the crazy world and leave something useful behind.,"[('craftsman', 8, 17)]","[('craftsman', 8, 17)]",1,COMPLETE_FIRST,0,18,masculine,craftsperson,craftsman
5883,5603240,13,natalyabrashovetska.com,With confidence I can say: I am a craftsman.,"[('craftsman', 34, 43)]","[('craftsman', 34, 43)]",1,COMPLETE_FIRST,0,11,masculine,craftsperson,craftsman
3432,3208103,8,madsberg.dk,Still hoping it will happen soon ;) I see myself more as a craftsman actually.,"[('craftsman', 59, 68)]","[('craftsman', 59, 68)]",1,COMPLETE_FIRST,0,16,masculine,craftsperson,craftsman
4171,3934583,9,magicpachinkorestorations.com,I am one of a handful of craftsman who do complete restorations.,"[('craftsman', 25, 34)]","[('craftsman', 25, 34)]",1,COMPLETE_FIRST,0,13,masculine,craftsperson,craftsman
1308,1180514,2,www.janetetter.com,Mostly I’ve been a craftsperson and business owner.,"[('owner', 45, 50), ('craftsperson', 19, 31), ('business', 36, 44)]","[('craftsperson', 19, 31)]",1,COMPLETE_FIRST,0,10,neutral,craftsperson,craftsperson
2878,2670543,6,jbeelsdesign.com,"In 1995, I made the switch from obsessed hobbyist to professional craftsperson.","[('hobbyist', 41, 49), ('craftsperson', 66, 78)]","[('craftsperson', 66, 78)]",1,COMPLETE_FIRST,0,14,neutral,craftsperson,craftsperson
4294,4045551,10,owainharris.com.dream.website,My journey as a craftsperson has always been an attempt to reach that impalpable position of mastery.,"[('craftsperson', 16, 28)]","[('craftsperson', 16, 28)]",1,COMPLETE_FIRST,0,18,neutral,craftsperson,craftsperson
1602,1491453,3,www.adamradetski.com,I am a passionate craftsperson who loves collaborating with clients to make their ideas a reality.,"[('craftsperson', 18, 30)]","[('craftsperson', 18, 30)]",1,COMPLETE_FIRST,0,17,neutral,craftsperson,craftsperson
5194,4902074,11,www.annfullerarts.com,Some time in my forties I began to identify myself as an artist/craftsperson.,"[('artist', 57, 63), ('craftsperson', 64, 76)]","[('craftsperson', 64, 76)]",1,COMPLETE_FIRST,0,16,neutral,craftsperson,craftsperson
5465,5153449,12,ophi.rocks,"Not only am I a digital artist, but a woodworker, craftsperson & sewist.","[('artist', 24, 30), ('digital artist', 16, 30), ('woodworker', 38, 48), ('craftsperson', 50, 62), ('sewist', 65, 71)]","[('craftsperson', 50, 62)]",1,COMPLETE_FIRST,0,16,neutral,craftsperson,craftsperson
4829,4556843,11,noidlehan.com,"I’m a Textile Conservation student, art history graduate, writer, knitter and craftswoman.","[('writer', 58, 64), ('knitter', 66, 73), ('graduate', 48, 56), ('craftswoman', 78, 89)]","[('craftswoman', 78, 89)]",1,COMPLETE_FIRST,0,17,feminine,craftsperson,craftswoman
2986,2778109,7,www.wagonwitch.com,"By trade I am an artist, craftswoman and musician.","[('artist', 17, 23), ('musician', 41, 49), ('craftswoman', 25, 36)]","[('craftswoman', 25, 36)]",1,COMPLETE_FIRST,0,11,feminine,craftsperson,craftswoman
777,693747,1,socialemu.com,"Today, I’m a ‘digital craftswoman’ with a strong attention to detail and brand aesthetics.","[('craftswoman', 22, 33)]","[('craftswoman', 22, 33)]",1,COMPLETE_FIRST,0,19,feminine,craftsperson,craftswoman
1654,1541604,3,palmettohighway.com,Every day I am working to be a better designer and a more skilled craftswoman.,"[('designer', 38, 46), ('craftswoman', 66, 77)]","[('craftswoman', 66, 77)]",1,COMPLETE_FIRST,0,16,feminine,craftsperson,craftswoman
5531,5220337,12,www.prairielandcreations.com,"I am an avid gardener (expect springtime flower pictures!), quilter and craftswoman.","[('gardener', 13, 21), ('quilter', 60, 67), ('craftswoman', 72, 83)]","[('craftswoman', 72, 83)]",1,COMPLETE_FIRST,0,17,feminine,craftsperson,craftswoman
4948,4664928,11,www.bythebroomstick.com,I'm a avid craftswoman and a lifelong learner.,"[('craftswoman', 11, 22), ('learner', 38, 45)]","[('craftswoman', 11, 22)]",1,COMPLETE_FIRST,0,10,feminine,craftsperson,craftswoman
4570,4316993,10,briancurry.com,"A native of Pittsburgh, Pennsylvania, I came to San Diego in 1989 as a Naval Helicopter Crewman.","[('crewman', 88, 95), ('native', 2, 8)]","[('crewman', 88, 95)]",1,COMPLETE_FIRST,0,20,masculine,crewmember,crewman
2517,2362157,6,www.terrybridgesracing.com,I also worked as fire/Safety crewman at the Woodburn Dragstrip.,"[('crewman', 29, 36)]","[('crewman', 29, 36)]",1,COMPLETE_FIRST,0,13,masculine,crewmember,crewman
4158,3919933,9,fallengraphics.com,I served almost 9 years as an Armor Crewman before reclassifying to a Graphic Illustrator.,"[('crewman', 36, 43), ('illustrator', 78, 89)]","[('crewman', 36, 43)]",1,COMPLETE_FIRST,0,16,masculine,crewmember,crewman
3141,2937096,7,jackhbarnes.wordpress.com,I have spent 4 fire seasons as a US Forest Service hand crewman.,"[('crewman', 56, 63)]","[('crewman', 56, 63)]",1,COMPLETE_FIRST,0,14,masculine,crewmember,crewman
640,563212,1,www.pat-hahn4suffolk.com,"After graduation, I worked as a truck driver delivery person, for the local Penny-saver.","[('delivery person', 45, 60)]","[('delivery person', 45, 60)]",1,COMPLETE_FIRST,0,19,neutral,delivery person,delivery person
1677,1556321,3,www.paintingsbybruce.com,"I was trained as a draftsman at a trade school, where I learned how to draw machine parts.","[('draftsman', 19, 28)]","[('draftsman', 19, 28)]",1,COMPLETE_FIRST,0,20,masculine,draftsperson,draftsman
111,98654,0,chrisa.exitlascruces.com,I am retired from Honeywell as a Computer-Aided Draftsman.,"[('draftsman', 48, 57)]","[('draftsman', 48, 57)]",1,COMPLETE_FIRST,0,12,masculine,draftsperson,draftsman
2933,2738063,6,www.streamlinedesigns.com.au,"I’ve also worked as a structural draftsman, construction scheduler and cost estimator.","[('draftsman', 33, 42), ('structural draftsman', 22, 42), ('scheduler', 57, 66), ('cost estimator', 71, 85), ('estimator', 76, 85)]","[('draftsman', 33, 42)]",1,COMPLETE_FIRST,0,15,masculine,draftsperson,draftsman
1920,1781987,4,www.woodwinddesign.nl,I had always been a poor draftsman and all my artistic energy was focused at playing the clarinet.,"[('draftsman', 25, 34)]","[('draftsman', 25, 34)]",1,COMPLETE_FIRST,0,19,masculine,draftsperson,draftsman
3301,3083394,7,m-blank.daportfolio.com,In 2008 I started an apprenticeship as a draftsman (Technischer Zeichner).,"[('draftsman', 41, 50)]","[('draftsman', 41, 50)]",1,COMPLETE_FIRST,0,14,masculine,draftsperson,draftsman
2730,2541922,6,www.lionelsanchezart.com,For over 30 years I was a draftsman and project manager.,"[('draftsman', 26, 35), ('manager', 48, 55), ('project manager', 40, 55)]","[('draftsman', 26, 35)]",1,COMPLETE_FIRST,0,12,masculine,draftsperson,draftsman
5712,5408171,13,osborngraphics.com,Being a draftsperson allowed me to use my design abilities.,"[('draftsperson', 8, 20)]","[('draftsperson', 8, 20)]",1,COMPLETE_FIRST,0,11,neutral,draftsperson,draftsperson
4137,3898125,9,robertstollar.com,I think it is clear that watching the lectures alone will not make anyone a skilled draftsperson.,"[('draftsperson', 84, 96)]","[('draftsperson', 84, 96)]",1,COMPLETE_FIRST,0,18,neutral,draftsperson,draftsperson
5649,5347256,13,arauhauser.wordpress.com,I am a painter and draftsperson living in the Chicago area.,"[('painter', 7, 14), ('draftsperson', 19, 31)]","[('draftsperson', 19, 31)]",1,COMPLETE_FIRST,0,12,neutral,draftsperson,draftsperson
3402,3186107,8,newonlinecareer.com,I fell into a job as an engineering draftsperson.,"[('draftsperson', 36, 48)]","[('draftsperson', 36, 48)]",1,COMPLETE_FIRST,0,10,neutral,draftsperson,draftsperson
1876,1740550,4,www.ilikeitdesign.com,I have experience as an AutoCAD architectural and structural draftsperson as well.,"[('draftsperson', 61, 73)]","[('draftsperson', 61, 73)]",1,COMPLETE_FIRST,0,13,neutral,draftsperson,draftsperson
2329,2162596,5,danimosite.wordpress.com,I started my career in the engineering industry as a Draftsperson over a decade ago.,"[('draftsperson', 53, 65)]","[('draftsperson', 53, 65)]",1,COMPLETE_FIRST,0,16,neutral,draftsperson,draftsperson
5984,5701313,13,www.ephorea.de,I'm a photographer by profession and a passionate draftswoman.,"[('photographer', 6, 18), ('draftswoman', 50, 61)]","[('draftswoman', 50, 61)]",1,COMPLETE_FIRST,0,11,feminine,draftsperson,draftswoman
1080,953698,2,www.m-graphx.com,"Outside of hockey, I also work as an emergency medical technician.","[('technician', 55, 65), ('emergency medical technician', 37, 65), ('medical technician', 47, 65)]","[('emergency medical technician', 37, 65)]",1,COMPLETE_FIRST,0,13,neutral,emergency medical technician,emergency medical technician
3557,3321023,8,www.pridein125.com,I’m currently an Emergency Medical Technician and Field Training Officer for a local ambulance company.,"[('technician', 35, 45), ('emergency medical technician', 17, 45), ('medical technician', 27, 45), ('officer', 65, 72)]","[('emergency medical technician', 17, 45)]",1,COMPLETE_FIRST,0,17,neutral,emergency medical technician,emergency medical technician
1695,1570115,3,www.sigridwilliams.com,During my collegiate years I became an Emergency Medical Technician (EMT).,"[('technician', 57, 67), ('emergency medical technician', 39, 67), ('medical technician', 49, 67), ('emt', 69, 72)]","[('emergency medical technician', 39, 67)]",1,COMPLETE_FIRST,0,14,neutral,emergency medical technician,emergency medical technician
703,615017,1,www.healthlake.com,"Shortly after that trip, I became a certified Emergency Medical Technician and volunteered on the local ambulance crew.","[('technician', 64, 74), ('emergency medical technician', 46, 74), ('medical technician', 56, 74)]","[('emergency medical technician', 46, 74)]",1,COMPLETE_FIRST,0,20,neutral,emergency medical technician,emergency medical technician
3037,2834066,7,www.lightempowered.com,I eventually found my way back to the U.S. and began classes to become an Emergency Medical Technician.,"[('technician', 92, 102), ('emergency medical technician', 74, 102), ('medical technician', 84, 102)]","[('emergency medical technician', 74, 102)]",1,COMPLETE_FIRST,0,19,neutral,emergency medical technician,emergency medical technician
5964,5677562,13,strongstart.fm,Recently I completed training and certification to be an emergency medical technician (EMT).,"[('technician', 75, 85), ('emergency medical technician', 57, 85), ('medical technician', 67, 85)]","[('emergency medical technician', 57, 85)]",1,COMPLETE_FIRST,0,16,neutral,emergency medical technician,emergency medical technician
3458,3236359,8,linditassalsa.com,"Lindita’s Story Growing up as a migrant farm worker, I picked tomatoes as a child.","[('farm worker', 40, 51)]","[('farm worker', 40, 51)]",1,COMPLETE_FIRST,0,18,neutral,farm worker,farm worker
4272,4028158,10,seaofsable.com,"About Sable I am a former cube farm worker, escaped to pursue art.","[('farm worker', 31, 42)]","[('farm worker', 31, 42)]",1,COMPLETE_FIRST,0,15,neutral,farm worker,farm worker
1292,1166081,2,blindspotjewellery.com,"Starting a new life I become a farm worker, later cheese maker.","[('farm worker', 31, 42), ('maker', 57, 62), ('cheese maker', 50, 62)]","[('farm worker', 31, 42)]",1,COMPLETE_FIRST,0,14,neutral,farm worker,farm worker
2892,2686446,6,billinudgelwoodworks.com.au,I was raised a Polish farmboy in a suburban Newcastle home.,"[('farmboy', 22, 29)]","[('farmboy', 22, 29)]",1,COMPLETE_FIRST,0,12,masculine,farm worker,farmboy
5267,4958910,12,inmykitchengarden.blogspot.com,I'm a 42-year-old former cultured California chick happily turned manure mucking Missouri farmgirl.,"[('chick', 45, 50), ('farmgirl', 90, 98)]","[('farmgirl', 90, 98)]",1,COMPLETE_FIRST,0,17,feminine,farm worker,farmgirl
5813,5522533,13,www.tatteredcreek.com,"I am a farmgirl, born and raised in Colorado.","[('farmgirl', 7, 15)]","[('farmgirl', 7, 15)]",1,COMPLETE_FIRST,0,11,feminine,farm worker,farmgirl
3758,3487046,8,fourthgenerationfarmgirl.com,I hope you enjoy the eclectic offerings of this fourth generation farmgirl!,"[('farmgirl', 66, 74)]","[('farmgirl', 66, 74)]",1,COMPLETE_FIRST,0,13,feminine,farm worker,farmgirl
1821,1692364,4,reikifarmgirl.wordpress.com,"Right from m y childhood, I’ve always been a farmgirl.","[('farmgirl', 45, 53)]","[('farmgirl', 45, 53)]",1,COMPLETE_FIRST,0,13,feminine,farm worker,farmgirl
5896,5612441,13,www.farmgirlfare.com,I'm a former cultured California chick happily turned manure mucking Missouri farmgirl.,"[('chick', 33, 38), ('farmgirl', 78, 86)]","[('farmgirl', 78, 86)]",1,COMPLETE_FIRST,0,14,feminine,farm worker,farmgirl
1706,1585801,4,thegoatcheeselady.wordpress.com,"After moving to the country in 2014, I embarked on life as a rural farmgirl.","[('farmgirl', 67, 75)]","[('farmgirl', 67, 75)]",1,COMPLETE_FIRST,0,17,feminine,farm worker,farmgirl
1482,1361191,3,www.scoutfeitosa.com,I gave up 13 years of fencing as a top ranked fencer.,"[('fencer', 46, 52)]","[('fencer', 46, 52)]",1,COMPLETE_FIRST,0,13,neutral,fencer,fencer
5656,5352284,13,cmsoursphotography.com,I'm a (low-mind you) ranked Fencer.,"[('fencer', 28, 34)]","[('fencer', 28, 34)]",1,COMPLETE_FIRST,0,12,neutral,fencer,fencer
4843,4565576,11,ul948411305.wordpress.com,"I’m a fencer, want be fighter, and a lover of all things food.","[('fencer', 6, 12), ('lover', 37, 42)]","[('fencer', 6, 12)]",1,COMPLETE_FIRST,0,17,neutral,fencer,fencer
5167,4874932,11,www.scottisenberg.com,"I am a programmer, an avid outdoor enthusiast, and a historical weapons fencer.","[('programmer', 7, 17), ('enthusiast', 35, 45), ('fencer', 72, 78)]","[('fencer', 72, 78)]",1,COMPLETE_FIRST,0,16,neutral,fencer,fencer
873,767903,1,randommomentania.com,"Finally, I am also an avid fencer, hobbyist writer, and coffee fanatic!","[('writer', 44, 50), ('fencer', 27, 33), ('fanatic', 63, 70)]","[('fencer', 27, 33)]",1,COMPLETE_FIRST,0,16,neutral,fencer,fencer
212,181313,0,www.mariborfencing.org,I am a ex-fencer and currently pursuing my career in digital marketing.,"[('ex-fencer', 7, 16), ('fencer', 10, 16)]","[('fencer', 10, 16)]",1,COMPLETE_FIRST,0,15,neutral,fencer,fencer
5071,4778297,11,thebusinessboardroomofco-creation.com,I worked as a firefighter for 7 years in the village where I had a daytime job.,"[('firefighter', 14, 25)]","[('firefighter', 14, 25)]",1,COMPLETE_FIRST,0,18,neutral,firefighter,firefighter
4221,3980299,9,shop.oldglorydistilling.com,"I was a full time firefighter for nearly 4 years, and I absolutely loved every minute of it.","[('firefighter', 18, 29)]","[('firefighter', 18, 29)]",1,COMPLETE_FIRST,0,20,neutral,firefighter,firefighter
9,11649,0,www.stockwelllawfirm.com,"Prior to that, I worked as a volunteer firefighter, and at numerous low paying service sector jobs.","[('firefighter', 39, 50), ('volunteer firefighter', 29, 50)]","[('firefighter', 39, 50)]",1,COMPLETE_FIRST,0,20,neutral,firefighter,firefighter
1572,1455407,3,nickysworld.wordpress.com,I am a Firefighter/EMT.,"[('firefighter', 7, 18), ('emt', 19, 22)]","[('firefighter', 7, 18)]",1,COMPLETE_FIRST,0,7,neutral,firefighter,firefighter
3784,3527815,8,monarchball.wordpress.com,"Today, I am a full-time firefighter with the Oklahoma City Fire Department.","[('firefighter', 24, 35)]","[('firefighter', 24, 35)]",1,COMPLETE_FIRST,0,16,neutral,firefighter,firefighter
2520,2367042,6,rosebudcllc.com,-Firefighter Thank you for helping me.,"[('firefighter', 1, 12)]","[('firefighter', 1, 12)]",1,COMPLETE_FIRST,0,7,neutral,firefighter,firefighter
5887,5607993,13,www.leatherhead109.com,I am first a fireman.,"[('fireman', 13, 20)]","[('fireman', 13, 20)]",1,COMPLETE_FIRST,0,6,masculine,firefighter,fireman
2024,1875442,4,www.johncoronado.com,"When I am not filming, I am serving as a fireman for my local fire department.","[('fireman', 41, 48)]","[('fireman', 41, 48)]",1,COMPLETE_FIRST,0,18,masculine,firefighter,fireman
4975,4691837,11,cheko7.com,"I am a farmer, an ally, a firestarter, a fireman.","[('farmer', 7, 13), ('fireman', 41, 48), ('ally', 18, 22), ('firestarter', 26, 37)]","[('fireman', 41, 48)]",1,COMPLETE_FIRST,0,14,masculine,firefighter,fireman
1003,890095,2,robertkinerk.com,I also supported myself for a little while as a volunteer fireman in Ketchikan.,"[('fireman', 58, 65)]","[('fireman', 58, 65)]",1,COMPLETE_FIRST,0,15,masculine,firefighter,fireman
2172,2018598,5,www.comparenutroasters.com,"MEET DALE WILLIAMS I am a full time fireman in Jacksonville, Florida with about 20 years of experience.","[('fireman', 36, 43)]","[('fireman', 36, 43)]",1,COMPLETE_FIRST,0,20,masculine,firefighter,fireman
156,138478,0,jasonsautel.com,"While working as a fireman, I began a downward spiral.","[('fireman', 19, 26)]","[('fireman', 19, 26)]",1,COMPLETE_FIRST,0,12,masculine,firefighter,fireman
1703,1580971,4,anjalijoshi.net,I am a senior flight attendant by profession working with an international airline.,"[('flight attendant', 14, 30), ('attendant', 21, 30)]","[('flight attendant', 14, 30)]",1,COMPLETE_FIRST,0,14,neutral,flight attendant,flight attendant
164,145087,0,www.westofolivia.com,I was a flight attendant for 7 years.,"[('flight attendant', 8, 24), ('attendant', 15, 24)]","[('flight attendant', 8, 24)]",1,COMPLETE_FIRST,0,9,neutral,flight attendant,flight attendant
4647,4393745,10,www.oanadart.com,Working as a flight attendant gave me the opportunity to meet so many different and wonderful people.,"[('flight attendant', 13, 29), ('attendant', 20, 29)]","[('flight attendant', 13, 29)]",1,COMPLETE_FIRST,0,18,neutral,flight attendant,flight attendant
2988,2779834,7,nickcalarco.com,"Being a flight attendant allowed me to research, get ideas, write music and melodies.","[('flight attendant', 8, 24), ('attendant', 15, 24)]","[('flight attendant', 8, 24)]",1,COMPLETE_FIRST,0,17,neutral,flight attendant,flight attendant
3673,3423280,8,www.lowndes.com,I became a flight attendant for the now defunct Pan American World Airways.,"[('flight attendant', 11, 27), ('attendant', 18, 27)]","[('flight attendant', 11, 27)]",1,COMPLETE_FIRST,0,14,neutral,flight attendant,flight attendant
2643,2476908,6,sugarfreequilts.com,"Recently retired as a flight attendant, I now have the time to play with my creative quilty side.","[('flight attendant', 22, 38), ('attendant', 29, 38)]","[('flight attendant', 22, 38)]",1,COMPLETE_FIRST,0,20,neutral,flight attendant,flight attendant
3490,3265746,8,www.ashmansroofing.co.nz,I commenced a building cadetship rising to the position of foreman after 3 years.,"[('foreman', 59, 66)]","[('foreman', 59, 66)]",1,COMPLETE_FIRST,0,15,masculine,foreperson,foreman
169,147335,0,www.autobuslessillons.com,I am now progressing to the title of Mechanical Foreman within this company in a dynamic and professional team.,"[('foreman', 48, 55)]","[('foreman', 48, 55)]",1,COMPLETE_FIRST,0,20,masculine,foreperson,foreman
3479,3255911,8,www.lantanamade.com,Evan got an opportunity as Foreman on the Dick Drummond Ranch and we moved.,"[('foreman', 27, 34)]","[('foreman', 27, 34)]",1,COMPLETE_FIRST,0,15,masculine,foreperson,foreman
1630,1515592,3,nccbuilders.com,I served initially as Carpenter Foreman and later as a Project Manager from 2001 – 2009.,"[('carpenter foreman', 22, 39), ('foreman', 32, 39), ('manager', 63, 70), ('project manager', 55, 70)]","[('foreman', 32, 39)]",1,COMPLETE_FIRST,0,17,masculine,foreperson,foreman
2519,2363446,6,www.ableconcretedesigns.com,I am the Foreman of Able Concrete Designs LLC.,"[('foreman', 9, 16)]","[('foreman', 9, 16)]",1,COMPLETE_FIRST,0,10,masculine,foreperson,foreman
3577,3330871,8,www.journeymenpainters.com,I have been a foreman for some of the biggest painting contractors in Southern California.,"[('foreman', 14, 21)]","[('foreman', 14, 21)]",1,COMPLETE_FIRST,0,16,masculine,foreperson,foreman
1345,1220450,3,skepticaljuror.substack.com,"I was the foreperson in the next three: murder, spousal battery, and child molestation.","[('foreperson', 10, 20)]","[('foreperson', 10, 20)]",1,COMPLETE_FIRST,0,18,neutral,foreperson,foreperson
3761,3490102,8,www.ninaclaycon.com,"During those 24 years I went from being an apprentice to journeywoman, to forewoman to superintendent.","[('apprentice', 43, 53), ('superintendent', 87, 101), ('journeywoman', 57, 69), ('forewoman', 74, 83)]","[('forewoman', 74, 83)]",1,COMPLETE_FIRST,0,18,feminine,foreperson,forewoman
2421,2272695,5,lavanya.co,It is the place where I’ll be my own forewoman and my own deputy.,"[('deputy', 58, 64), ('forewoman', 37, 46)]","[('forewoman', 37, 46)]",1,COMPLETE_FIRST,0,16,feminine,foreperson,forewoman
2248,2087423,5,sergiooramas.com,"I'm the frontman of Supertrópica, and I'm preparing my brand new project Muyaio.","[('frontman', 8, 16)]","[('frontman', 8, 16)]",1,COMPLETE_FIRST,0,17,masculine,frontperson,frontman
1451,1329270,3,whitetyger.uk,I then moved onto becoming the frontman in White Tyger and never looked back.,"[('frontman', 31, 39)]","[('frontman', 31, 39)]",1,COMPLETE_FIRST,0,15,masculine,frontperson,frontman
2441,2295259,5,headbangerreviews.wordpress.com,I’m the frontman from Leatherneck.,"[('frontman', 8, 16)]","[('frontman', 8, 16)]",1,COMPLETE_FIRST,0,7,masculine,frontperson,frontman
729,642011,1,www.waldhoer.org,"As pianist, singer and songwriter I am also frontman of the band Liquid Air.","[('pianist', 3, 10), ('singer', 12, 18), ('songwriter', 23, 33), ('frontman', 44, 52)]","[('frontman', 44, 52)]",1,COMPLETE_FIRST,0,16,masculine,frontperson,frontman
2400,2252574,5,www.stevenjamescountry.com,"I sent my music in and next thing I know, I'm the frontman for the band!","[('frontman', 50, 58)]","[('frontman', 50, 58)]",1,COMPLETE_FIRST,0,19,masculine,frontperson,frontman
1332,1204281,3,themanatthefront.com,I am the frontman for Dead At Eleven.,"[('frontman', 9, 17)]","[('frontman', 9, 17)]",1,COMPLETE_FIRST,0,9,masculine,frontperson,frontman
2846,2636579,6,itslittlevoice.com,I’m a musician – frontwoman of Free Free Dom Dom.,"[('musician', 6, 14), ('frontwoman', 17, 27)]","[('frontwoman', 17, 27)]",1,COMPLETE_FIRST,0,12,feminine,frontperson,frontwoman
1567,1451351,3,www.venywhere.it,Customer care & Soft landing Vera is our frontwoman for remote workers.,"[('frontwoman', 41, 51)]","[('frontwoman', 41, 51)]",1,COMPLETE_FIRST,0,13,feminine,frontperson,frontwoman
1028,910823,2,playingyourhandright.wordpress.com,I decided to start my journey to become a gentleman.,"[('gentleman', 42, 51)]","[('gentleman', 42, 51)]",1,COMPLETE_FIRST,0,11,masculine,gentleperson,gentleman
3274,3063153,7,brittwright20.onmason.com,"I’m a ambitiously, nonchalant, gentleman.","[('gentleman', 31, 40)]","[('gentleman', 31, 40)]",1,COMPLETE_FIRST,0,9,masculine,gentleperson,gentleman
4538,4293468,10,www.garyscncwoodshop.com,I'm a partial retired 65 old gentleman that likes to work with a CNC and wood.,"[('gentleman', 29, 38)]","[('gentleman', 29, 38)]",1,COMPLETE_FIRST,0,18,masculine,gentleperson,gentleman
406,368021,0,astrology-reading.com.au,"I’m a friendly sort of a gentleman, WHO likes nothing quite golf with my friends and families.","[('gentleman', 25, 34)]","[('gentleman', 25, 34)]",1,COMPLETE_FIRST,0,20,masculine,gentleperson,gentleman
5275,4966828,12,www.homeswithneil.com,Neil was always a gentleman and respected our inquiries and interests.,"[('gentleman', 18, 27)]","[('gentleman', 18, 27)]",1,COMPLETE_FIRST,0,12,masculine,gentleperson,gentleman
2620,2457903,6,raging-brushes.com,"I’m Viktor, a gentleman and nerd.","[('gentleman', 14, 23), ('nerd', 28, 32)]","[('gentleman', 14, 23)]",1,COMPLETE_FIRST,0,9,masculine,gentleperson,gentleman
1565,1450021,3,www.garagerescue.com.au,"We’re a small, family handyman business based in Enmore in inner-western Sydney.","[('handyman', 22, 30)]","[('handyman', 22, 30)]",1,COMPLETE_FIRST,0,17,masculine,handyperson,handyman
2139,1997062,5,empathysites.com,"In addition to my passion for websites and technology, I’m also a handyman.","[('handyman', 66, 74)]","[('handyman', 66, 74)]",1,COMPLETE_FIRST,0,16,masculine,handyperson,handyman
3017,2816366,7,tayloredhomesolutions.com,"Not to mention, I have been the resident handyman at my own home for the past 20 years.","[('handyman', 41, 49)]","[('handyman', 41, 49)]",1,COMPLETE_FIRST,0,20,masculine,handyperson,handyman
3648,3402273,8,bestfoodprocessorreviewsguide.com,I’m a 46 year old handyman that’s self employed.,"[('handyman', 18, 26)]","[('handyman', 18, 26)]",1,COMPLETE_FIRST,0,12,masculine,handyperson,handyman
387,345070,0,honeydolistandthat.com,came about through our specialization in gas fireplace work and handyman/renovation work.,"[('handyman', 64, 72)]","[('handyman', 64, 72)]",1,COMPLETE_FIRST,0,15,masculine,handyperson,handyman
3300,3082928,7,www.thehandymancan.com,"Fast forward to 1995, I began my handyman business.","[('handyman', 33, 41)]","[('handyman', 33, 41)]",1,COMPLETE_FIRST,0,11,masculine,handyperson,handyman
