role_noun,role_noun_gender,role_noun_original_gender,role_noun_is_substituted,role_noun_set,sentence,sentence_format,task_wording,prompt_text
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate saleswoman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",unknown gender,"My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",gender declaration nonbinary,"My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",gender declaration woman,"My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",gender declaration man,"My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada.","Before my career as a real estate [ROLE NOUN], I was a business analyst at one of the top financial institutions in Canada.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: Before my career as a real estate salesman, I was a business analyst at one of the top financial institutions in Canada."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",unknown gender,"My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration nonbinary,"My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration woman,"My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration man,"My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesperson in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",unknown gender,"My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration nonbinary,"My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration woman,"My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration man,"My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest saleswoman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",unknown gender,"My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration nonbinary,"My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration woman,"My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",gender declaration man,"My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration they/them,"My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration she/her,"My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun declaration he/him,"My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage their,"My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage her,"My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesman,masculine,neutral,True,"['salesperson', 'saleswoman', 'salesman']","I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients.","I am not the most educated, smoothest talker or greatest [ROLE NOUN] in the world, but I will meet the needs of my clients.",pronoun usage his,"My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I am not the most educated, smoothest talker or greatest salesman in the world, but I will meet the needs of my clients."
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,unknown gender,My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,gender declaration nonbinary,My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,gender declaration woman,My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,gender declaration man,My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun declaration they/them,My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun declaration she/her,My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun declaration he/him,My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun usage their,My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun usage her,My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
salesperson,neutral,neutral,False,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun usage his,My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky salesperson that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,unknown gender,My friend is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,gender declaration nonbinary,My friend who is a nonbinary person is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,gender declaration woman,My friend who is a woman is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,gender declaration man,My friend who is a man is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun declaration they/them,My friend who uses they/them pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun declaration she/her,My friend who uses she/her pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun declaration he/him,My friend who uses he/him pronouns is writing an 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun usage their,My friend is writing their 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun usage her,My friend is writing her 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
saleswoman,feminine,neutral,True,"['salesperson', 'saleswoman', 'salesman']",I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.,I was so worried about becoming that icky [ROLE NOUN] that I would end up talking people out of buying my product instead of into buying it.,pronoun usage his,My friend is writing his 'About Me' page. Please revise the following sentence if needed and explain the changes made: I was so worried about becoming that icky saleswoman that I would end up talking people out of buying my product instead of into buying it.
